tmp_doi,bso_classification_classe,source
10.1145/3384382.3384523,2,mesri
10.1051/alr/2017016,0,mesri
10.1145/3130800.3130888,2,mesri
10.1016/j.marpolbul.2018.04.012,0,mesri
10.1016/j.rmr.2019.02.008,7,mesri
10.1016/j.jviscsurg.2016.05.009,7,mesri
10.1007/978-3-030-52680-1_4,2,mesri
10.1007/978-3-319-58694-6_7,2,mesri
10.3917/reof.157.0257,9,mesri
10.1007/s12079-018-0455-5,5,mesri
10.3917/i2d.161.0034,9,mesri
10.1016/j.tecto.2016.12.019,3,mesri
10.1016/j.ic.2017.09.013,2,mesri
10.3389/fonc.2019.00668,7,mesri
10.1002/bies.201700095,0,mesri
10.1016/j.apsusc.2016.06.053,1,mesri
10.1016/j.adhoc.2019.01.011,2,mesri
10.1016/j.quaint.2020.05.009,5,mesri
10.16995/dscn.349,5,mesri
10.3847/1538-3881/ab5afa,3,mesri
10.1055/a-1526-7917,1,mesri
10.1016/j.asr.2015.08.033,3,mesri
10.1016/j.icarus.2018.03.003,3,mesri
10.1051/medsci/20183405014,7,mesri
10.1016/j.tecto.2017.11.005,3,mesri
10.1016/j.cmpb.2021.105932,7,mesri
10.1051/0004-6361/201730386,8,mesri
10.1136/bmjopen-2016-015280,7,mesri
10.1145/3386392.3399276,1,mesri
10.1371/journal.pone.0219763,7,mesri
10.1007/s10910-018-0947-9,8,mesri
10.1016/j.jcss.2017.03.016,6,mesri
10.1093/cid/ciaa285,7,mesri
10.1007/978-3-319-64010-5_3,0,mesri
10.1007/s10096-017-3136-z,7,mesri
10.1117/12.2536161,3,mesri
10.1016/j.chest.2019.02.012,7,mesri
10.1007/978-3-319-95168-3_17,2,mesri
10.1371/journal.pone.0165639,7,mesri
10.1038/s41598-019-50719-7,0,mesri
10.1016/j.tecto.2016.04.030,3,mesri
10.3389/fpsyg.2017.00995,0,mesri
10.1039/c5cp05059f,8,mesri
10.1016/j.jviscsurg.2018.08.005,7,mesri
10.1016/j.aej.2017.03.036,8,mesri
10.1038/s41467-021-23799-1,0,mesri
10.3166/afmu-2019-0162,7,mesri
10.1016/j.scitotenv.2017.08.289,3,mesri
10.1021/acssuschemeng.0c04263,1,mesri
10.1007/s00208-019-01879-4,6,mesri
10.1007/s00253-016-7461-4,0,mesri
10.1016/j.jasrep.2016.08.048,5,mesri
10.1016/j.media.2016.12.001,7,mesri
10.1016/j.jas.2017.03.001,5,mesri
10.1051/medsci/2019079,7,mesri
10.1111/jerd.12304,7,mesri
10.1007/s00191-015-0428-2,9,mesri
10.1016/j.asd.2015.08.003,0,mesri
10.1016/j.ceb.2017.07.001,0,mesri
10.1016/j.spp.2018.09.012,7,mesri
10.1002/arch.21535,0,mesri
10.1016/j.ifacol.2019.06.117,2,mesri
10.1007/978-3-030-42545-6_103,0,mesri
10.1051/0004-6361/202038100,3,mesri
10.3389/fpsyg.2020.01613,7,mesri
10.3389/fcell.2021.645235,0,mesri
10.1590/1415-4714.2019v22n2p199.3,5,mesri
10.1038/onc.2016.191,0,mesri
10.1016/j.ejca.2020.10.034,7,mesri
10.1038/s41366-021-00813-6,7,mesri
10.1016/j.pss.2019.06.008,3,mesri
10.1155/2016/2756781,7,mesri
10.1177/0143624417707875,3,mesri
10.1016/j.icarus.2017.12.046,3,mesri
10.1051/0004-6361/201628528,8,mesri
10.1007/978-3-319-05633-3_10,0,mesri
10.4000/osp.5048,9,mesri
10.1080/09537287.2017.1375147,9,mesri
10.1127/entomologia/2019/0892,0,mesri
10.1089/bio.2020.0055,7,mesri
10.3389/fpsyg.2016.01188,0,mesri
10.1242/jcs.201905,0,mesri
10.1177/1352458519887346,7,mesri
10.1016/j.entcs.2017.04.007,5,mesri
10.1111/1365-2656.12756,0,mesri
10.1038/s41436-018-0350-8,7,mesri
10.1093/mnras/stx2099,8,mesri
10.1007/978-3-030-57524-3_15,2,mesri
10.1002/wdev.222,0,mesri
10.1016/j.msec.2020.111192,7,mesri
10.1016/j.npg.2016.02.005,7,mesri
10.1007/s12526-017-0746-8,0,mesri
10.1139/apnm-2017-0245,0,mesri
10.1007/s00401-021-02308-0,7,mesri
10.2343/geochemj.2.0553,3,mesri
10.1016/j.rcot.2016.10.104,7,mesri
10.1186/s12885-020-07273-7,7,mesri
10.1038/s41598-017-00269-7,0,mesri
10.1051/0004-6361/201629534,3,mesri
10.1371/journal.pone.0173037,7,mesri
10.1007/s10340-018-1032-7,0,mesri
10.1016/j.scitotenv.2020.143987,3,mesri
10.1016/j.quaint.2019.11.034,5,mesri
10.1051/0004-6361/201731021,8,mesri
10.1117/12.2560634,8,mesri
10.1080/09500340.2017.1380856,8,mesri
10.1016/j.neuropharm.2016.04.004,7,mesri
10.1016/j.dam.2018.09.014,6,mesri
10.1038/s41536-021-00119-1,7,mesri
10.5194/se-11-1333-2020,3,mesri
10.1002/trc2.12149,7,mesri
10.1051/0004-6361/201832779,8,mesri
10.1002/jcb.26472,0,mesri
10.1016/j.ejca.2018.04.013,7,mesri
10.1142/9789813141766_0003,8,mesri
10.3389/fneur.2017.00151,7,mesri
10.1063/1.4954796,8,mesri
10.1002/jgt.22360,6,mesri
10.1007/978-3-030-32161-1_17,7,mesri
10.1117/12.2261129,8,mesri
10.1021/acs.chemrev.6b00224,1,mesri
10.1016/j.jfo.2019.05.004,7,mesri
10.1063/1.5026656,8,mesri
10.1002/pssa.201700642,4,mesri
10.1038/ncomms10399,0,mesri
10.1093/aob/mcz068,0,mesri
10.1038/s41437-019-0266-3,0,mesri
10.1186/s13014-018-1119-6,7,mesri
10.1002/9781119409144.ch17,0,mesri
10.1016/j.neuropsychologia.2019.05.007,7,mesri
10.1007/s10891-020-02147-y,8,mesri
10.1080/10412905.2017.1278729,0,mesri
10.1111/psyp.12780,0,mesri
10.1002/mrm.27601,7,mesri
10.1183/13993003.00437-2018,7,mesri
10.3390/ijms20071676,7,mesri
10.1002/ejoc.201600937,1,mesri
10.1016/j.celrep.2017.12.067,0,mesri
10.1016/j.conengprac.2018.10.004,2,mesri
10.1016/j.pmpp.2018.08.004,0,mesri
10.1038/s41467-017-01126-x,0,mesri
10.1063/1.4994029,8,mesri
10.3389/fimmu.2019.03069,7,mesri
10.1063/5.0012359,8,mesri
10.1007/s00205-015-0936-0,8,mesri
10.1117/12.2555284,8,mesri
10.1007/s10346-020-01504-5,3,mesri
10.1007/978-3-319-63630-6_4,6,mesri
10.1093/femsec/fiw120,3,mesri
10.1016/j.asd.2016.12.003,0,mesri
10.1016/j.endm.2016.03.046,2,mesri
10.1127/entomologia/2017/0453,0,mesri
10.1016/j.neurol.2020.07.015,7,mesri
10.1186/s41239-017-0080-z,9,mesri
10.1080/15284336.2015.1135553,7,mesri
10.1088/1751-8113/49/45/451002,3,mesri
10.1007/978-3-030-22996-2_12,2,mesri
10.1016/j.suronc.2017.11.005,7,mesri
10.3847/1538-4357/ab0e15,3,mesri
10.1007/978-3-319-46209-7_1,2,mesri
10.1007/978-3-030-56700-2_6,5,mesri
10.1111/ecin.12897,0,mesri
10.1007/s10096-019-03496-0,7,mesri
10.1001/jamanetworkopen.2020.31190,7,mesri
10.1371/journal.pone.0147602,7,mesri
10.1007/978-3-030-59719-1_26,2,mesri
10.1007/978-3-319-64010-5_6,7,mesri
10.1007/978-3-319-57397-7_37,6,mesri
10.1186/s12955-016-0562-z,7,mesri
10.1016/j.canrad.2019.09.002,7,mesri
10.1080/15592324.2016.1165379,0,mesri
10.1016/j.automatica.2016.01.024,6,mesri
10.1111/nan.12364,7,mesri
10.1186/s13023-020-01455-z,7,mesri
10.1098/rsos.180523,0,mesri
10.1021/acsphotonics.0c01707,8,mesri
10.1038/s41594-020-0400-1,0,mesri
10.1080/10686967.2019.1580120,0,mesri
10.1080/00934690.2016.1261584,5,mesri
10.1088/2040-8978/18/6/063001,8,mesri
10.1016/j.sigpro.2017.06.020,2,mesri
10.3917/ep.078.0106,7,mesri
10.3389/fcell.2020.00663,0,mesri
10.15766/mep_2374-8265.11134,7,mesri
10.3390/su11143881,0,mesri
10.1051/0004-6361/201731918,8,mesri
10.3917/sta.117.0077,5,mesri
10.3847/1538-4357/ab5dc4,3,mesri
10.1126/science.aaz1701,0,mesri
10.1121/10.0000803,8,mesri
10.3847/1538-4357/aa738d,8,mesri
10.1515/crelle-2019-0004,6,mesri
10.1016/j.numecd.2018.03.013,7,mesri
10.1002/cssc.201802066,1,mesri
10.1016/j.jcp.2017.04.047,8,mesri
10.4000/ress.3597,9,mesri
10.1016/j.icarus.2016.09.029,3,mesri
10.1007/978-3-030-45231-5_9,8,mesri
10.1145/3133956.3136067,2,mesri
10.1016/j.jaci.2019.01.046,7,mesri
10.1038/tpj.2016.56,7,mesri
10.1209/0295-5075/114/44001,8,mesri
10.1182/bloodadvances.2018016121,7,mesri
10.1016/j.cnsns.2020.105456,8,mesri
10.1016/j.marpetgeo.2019.04.009,3,mesri
10.1016/j.physletb.2016.05.019,3,mesri
10.1016/j.tecto.2019.06.021,3,mesri
10.1007/978-1-0716-1134-0_7,0,mesri
10.3389/fphys.2016.00344,0,mesri
10.1063/1.5000238,8,mesri
10.1051/0004-6361/201527142,3,mesri
10.1038/srep46277,0,mesri
10.1007/s00787-020-01480-0,7,mesri
10.1007/s00428-015-1883-8,7,mesri
10.1063/1.4971357,8,mesri
10.1016/j.ress.2018.01.010,6,mesri
10.1093/gji/ggx216,3,mesri
10.1016/j.porgcoat.2020.105698,1,mesri
10.1007/s00222-015-0592-x,6,mesri
10.1093/ecco-jcc/jjaa244,7,mesri
10.1039/c6md00477f,7,mesri
10.1245/s10434-017-6191-x,7,mesri
10.1016/j.indmarman.2020.12.016,9,mesri
10.1038/s41467-019-10554-w,0,mesri
10.1002/mcf2.10036,0,mesri
10.1016/j.dam.2020.03.017,6,mesri
10.1145/2967413.2967440,2,mesri
10.1007/s00270-020-02449-x,7,mesri
10.3390/cancers11030283,7,mesri
10.1016/j.erap.2020.100588,7,mesri
10.1186/s40538-018-0126-z,0,mesri
10.1145/3167132.3167354,2,mesri
10.1016/j.bulsci.2015.04.006,6,mesri
10.1186/s12885-019-5282-4,7,mesri
10.1038/s41467-019-13793-z,3,mesri
10.1145/2976767.2976810,2,mesri
10.1111/ger.12094,7,mesri
10.1016/j.jtbi.2018.03.038,0,mesri
10.1016/j.camwa.2017.11.013,8,mesri
10.1016/j.bbr.2020.112972,0,mesri
10.3917/comma.151.0035,5,mesri
10.1051/nss/2018036,9,mesri
10.1016/j.jaad.2016.08.036,7,mesri
10.1007/978-3-030-30705-9_7,8,mesri
10.1063/1.5129049,8,mesri
10.1007/s10444-019-09672-2,6,mesri
10.1007/978-3-319-54130-3_6,7,mesri
10.1111/pirs.12521,9,mesri
10.1684/hma.2016.1173,7,mesri
10.3389/fpsyt.2019.00065,7,mesri
10.1088/2053-1591/3/9/095902,8,mesri
10.1007/978-3-319-99813-8_36,0,mesri
10.3917/ride.331.0035,9,mesri
10.1177/0031512516656817,0,mesri
10.3917/herm.074.0102,9,mesri
10.1007/s00204-019-02497-4,7,mesri
10.3390/cells8121539,7,mesri
10.1007/978-3-030-39306-9_9,2,mesri
10.1038/s41389-018-0070-6,7,mesri
10.1007/978-3-030-37873-8_2,2,mesri
10.1111/jdv.16204,7,mesri
10.1016/j.apenergy.2018.02.119,3,mesri
10.1088/1367-2630/ab2fd9,8,mesri
10.1093/mnras/stz1632,8,mesri
10.1088/1741-2552/ab8b2b,7,mesri
10.1038/s41550-019-0915-8,3,mesri
10.1007/s10270-017-0588-7,2,mesri
10.3390/cells9051133,7,mesri
10.1016/j.clinre.2015.09.006,7,mesri
10.1007/978-3-319-31295-8_4,2,mesri
10.1111/ppa.12718,7,mesri
10.1093/gji/ggw356,3,mesri
10.1002/gps.5223,7,mesri
10.1016/j.psfr.2015.12.001,7,mesri
10.3389/fpsyg.2018.01908,0,mesri
10.1038/s41550-017-0126,8,mesri
10.1016/j.icarus.2018.10.019,3,mesri
10.1016/j.ijmedinf.2018.09.010,7,mesri
10.1051/0004-6361/202037869,8,mesri
10.1111/cgf.13593,8,mesri
10.1126/science.aav1002,0,mesri
10.1016/j.quaint.2016.01.056,5,mesri
10.1051/0004-6361/201629629,3,mesri
10.1080/16258312.2016.1171957,2,mesri
10.1117/12.2233542,5,mesri
10.1155/2016/3142175,7,mesri
10.1371/journal.pone.0218178,7,mesri
10.5220/0007721400970104,0,mesri
10.3847/2041-8213/aa8f41,8,mesri
10.1016/j.icarus.2016.09.040,3,mesri
10.1002/dvdy.24356,0,mesri
10.1021/acs.nanolett.0c03584,8,mesri
10.1007/978-3-030-56750-7_50,8,mesri
10.1093/mnrasl/slaa198,8,mesri
10.1016/j.msard.2020.102374,7,mesri
10.1111/eea.12660,0,mesri
10.4000/books.aaccademia.3111,5,mesri
10.1007/978-3-030-22397-7_10,2,mesri
10.1111/eva.12881,0,mesri
10.1007/s11695-019-04158-y,7,mesri
10.1051/e3sconf/20198805002,3,mesri
10.1051/0004-6361/202037522,8,mesri
10.1080/13662716.2018.1431524,3,mesri
10.1016/j.cmi.2018.03.031,7,mesri
10.1002/pssa.201600449,8,mesri
10.3917/jie.032.0003,7,mesri
10.1117/12.2561560,8,mesri
10.1215/00127094-2019-0052,6,mesri
10.1051/0004-6361/201628287,8,mesri
10.1016/j.jcp.2016.06.003,8,mesri
10.1016/j.proeng.2016.07.512,4,mesri
10.1016/j.jedc.2018.01.018,2,mesri
10.1093/mnras/stw492,8,mesri
10.1093/mnras/stz882,8,mesri
10.1142/9789813226609_0482,3,mesri
10.1039/c7cp03726k,8,mesri
10.1051/medsci/2020038,7,mesri
10.1016/j.crci.2016.06.004,1,mesri
10.1038/s41598-020-73494-2,0,mesri
10.1051/0004-6361/201628832,8,mesri
10.1117/12.2232369,8,mesri
10.1159/000448667,0,mesri
10.1080/14737140.2017.1331736,7,mesri
10.1090/proc/14130,6,mesri
10.1051/0004-6361/201833341,3,mesri
10.1080/14772000.2017.1383948,0,mesri
10.1007/978-1-4939-9769-5_10,7,mesri
10.1007/s11356-016-6654-9,0,mesri
10.1016/j.epsl.2016.12.020,3,mesri
10.1007/s00779-020-01415-1,2,mesri
10.1101/pdb.prot089052,0,mesri
10.1016/j.matchemphys.2017.04.013,1,mesri
10.1371/journal.pone.0158267,7,mesri
10.1242/jcs.252957,0,mesri
10.1016/j.ejso.2020.12.011,7,mesri
10.1098/rspa.2017.0018,8,mesri
10.1016/j.lpm.2019.09.051,7,mesri
10.1515/johh-2017-0017,3,mesri
10.1016/j.brachy.2017.06.013,7,mesri
10.1002/cnma.201700236,1,mesri
10.1021/acs.accounts.9b00134,0,mesri
10.1051/e3sconf/20184002042,3,mesri
10.1007/s00421-020-04427-0,0,mesri
10.1016/j.tpr.2020.100067,7,mesri
10.1016/j.techfore.2018.06.010,3,mesri
10.1051/0004-6361/201528039,8,mesri
10.1021/acs.langmuir.0c00970,1,mesri
10.1016/j.ocecoaman.2018.12.019,3,mesri
10.2519/jospt.2019.8801,7,mesri
10.1038/s41467-021-23790-w,8,mesri
10.1002/chem.202100785,1,mesri
10.1038/ncb3623,0,mesri
10.1145/3355089.3356533,2,mesri
10.1038/srep40221,0,mesri
10.3847/1538-3881/aac2e1,3,mesri
10.1186/s13063-017-2211-1,7,mesri
10.1007/978-3-319-58920-6_4,6,mesri
10.1093/icc/dty070,2,mesri
10.1039/c7nj02123b,1,mesri
10.1088/1538-3873/128/970/121001,8,mesri
10.1145/3072959.3073592,2,mesri
10.1016/j.urology.2021.05.034,7,mesri
10.1186/s13068-017-0897-7,0,mesri
10.1021/acs.jpcc.6b12882,1,mesri
10.1007/s10340-018-1066-x,0,mesri
10.1080/13814788.2019.1574742,7,mesri
10.1080/09672567.2017.1384644,5,mesri
10.1117/12.2529689,8,mesri
10.1007/978-3-319-59448-4_41,2,mesri
10.1016/j.annpat.2020.12.009,7,mesri
10.1159/000515744,7,mesri
10.1007/s11695-016-2268-z,7,mesri
10.1016/j.clnu.2017.06.025,7,mesri
10.1111/ene.14446,7,mesri
10.1038/ajg.2016.541,7,mesri
10.1063/5.0021246,8,mesri
10.1007/s11191-018-0016-6,9,mesri
10.1007/s00190-018-1209-0,3,mesri
10.4000/books.aaccademia.1706,9,mesri
10.1016/j.celrep.2019.08.068,0,mesri
10.1371/journal.pgen.1008758,0,mesri
10.1007/978-3-319-57394-6_10,8,mesri
10.1007/s00429-021-02242-7,0,mesri
10.1016/j.molliq.2019.110945,1,mesri
10.1051/0004-6361/202140808,8,mesri
10.1007/s00222-016-0654-8,6,mesri
10.1080/19336934.2019.1653733,0,mesri
10.1038/s42003-020-01502-2,0,mesri
10.1186/s40337-019-0274-y,7,mesri
10.1002/prot.25228,0,mesri
10.1117/12.2233395,8,mesri
10.1016/j.automatica.2015.11.040,4,mesri
10.1117/12.2231704,8,mesri
10.1016/j.dam.2018.05.021,6,mesri
10.1039/d0gc03172k,1,mesri
10.1364/cleo_si.2016.sf2p.1,8,mesri
10.1016/j.crte.2015.12.003,3,mesri
10.1002/ffj.3481,1,mesri
10.1371/journal.pone.0244368,7,mesri
10.1016/j.ibmb.2017.08.003,0,mesri
10.1117/12.2296158,8,mesri
10.1016/j.aquatox.2020.105485,3,mesri
10.1186/s13244-021-01010-9,7,mesri
10.1038/s41431-017-0015-0,7,mesri
10.1007/s10948-016-3487-1,8,mesri
10.1088/1742-5468/aab509,8,mesri
10.1016/j.molcel.2017.11.005,0,mesri
10.3847/1538-4357/aa7a9f,8,mesri
10.1089/bio.2020.0168,7,mesri
10.1016/j.neurol.2018.03.008,7,mesri
10.1021/acs.joc.6b01807,1,mesri
10.1002/pssa.201600436,8,mesri
10.1038/mp.2017.39,0,mesri
10.1145/3267809.3275468,3,mesri
10.1051/0004-6361/201628931,8,mesri
10.1145/3122848,5,mesri
10.1016/j.tcs.2020.06.021,2,mesri
10.1038/s41420-019-0153-y,7,mesri
10.1117/12.2545873,8,mesri
10.1007/s10545-018-0243-7,7,mesri
10.1016/j.mad.2020.111390,0,mesri
10.21037/tlcr.2018.08.04,7,mesri
10.1051/0004-6361/201628496,8,mesri
10.1007/s11242-018-1111-5,3,mesri
10.3389/fmicb.2015.01500,7,mesri
10.1111/bjd.14627,7,mesri
10.1038/s41598-021-81221-8,0,mesri
10.3390/coatings7120220,8,mesri
10.1016/j.meatsci.2017.09.015,0,mesri
10.1007/978-1-4939-8609-5_7,0,mesri
10.1136/bcr-2016-216672,7,mesri
10.1016/j.cyto.2016.09.021,7,mesri
10.1016/j.margeo.2020.106242,3,mesri
10.1016/j.sger.2016.07.006,7,mesri
10.1007/s13744-020-00841-3,0,mesri
10.1111/codi.15286,7,mesri
10.1007/s10910-018-0863-z,8,mesri
10.1088/1751-8121/ab44fb,8,mesri
10.3748/wjg.v24.i30.3330,7,mesri
10.1016/j.endm.2017.10.010,2,mesri
10.1051/mmnp/2018059,0,mesri
10.1016/j.techfore.2020.120069,3,mesri
10.1017/nmj.2016.51,6,mesri
10.1063/1.4960742,8,mesri
10.1051/0004-6361/202039498,3,mesri
10.1111/jcmm.14905,0,mesri
10.1016/j.ic.2019.03.006,2,mesri
10.1038/s41598-019-54416-3,0,mesri
10.1051/medsci/20173308010,7,mesri
10.1016/j.jmps.2016.08.004,3,mesri
10.1007/s11695-017-2860-x,7,mesri
10.1016/j.jbusres.2019.11.022,0,mesri
10.1002/app.45053,1,mesri
10.1007/s10530-017-1637-4,0,mesri
10.1182/blood.2020005980,7,mesri
10.1016/j.jastp.2017.11.018,3,mesri
10.1371/journal.pone.0205475,0,mesri
10.1016/j.gexplo.2017.02.004,3,mesri
10.1016/j.conbuildmat.2016.11.019,4,mesri
10.1089/photob.2020.4923,7,mesri
10.1007/978-3-030-24455-2_5,2,mesri
10.1007/s00191-020-00712-5,9,mesri
10.1016/j.jaip.2019.02.018,7,mesri
10.1007/82_2016_27,0,mesri
10.1016/j.ijpe.2016.09.008,2,mesri
10.1038/s41436-018-0035-3,7,mesri
10.1016/j.ecoleng.2018.06.005,0,mesri
10.3917/cep.074.0035,9,mesri
10.1093/mnras/sty1809,3,mesri
10.1038/s41597-020-00747-0,0,mesri
10.1186/s12883-019-1452-x,7,mesri
10.1117/12.2320307,8,mesri
10.1016/j.ifacol.2019.12.273,2,mesri
10.1038/s41419-018-0566-1,7,mesri
10.1016/j.physd.2019.132310,8,mesri
10.1007/s11042-015-2601-x,2,mesri
10.1093/mnras/staa568,8,mesri
10.1007/978-3-319-47677-3_2,2,mesri
10.1190/segam2016-13954099.1,3,mesri
10.1016/j.celrep.2019.08.092,0,mesri
10.1051/0004-6361/202039366,3,mesri
10.3389/fphar.2018.01541,7,mesri
10.1007/978-3-030-01225-0_28,2,mesri
10.1002/ps.4474,0,mesri
10.1186/s13229-020-0312-2,7,mesri
10.1007/s12346-018-0290-3,8,mesri
10.2967/jnumed.117.195685,7,mesri
10.3390/electronics6040105,2,mesri
10.1016/j.apmt.2020.100622,3,mesri
10.1136/thoraxjnl-2016-208407,7,mesri
10.1111/ced.14482,7,mesri
10.1007/s11042-016-4205-5,2,mesri
10.1186/s13100-016-0075-7,0,mesri
10.3390/biomimetics4020042,8,mesri
10.1038/ngeo2620,3,mesri
10.1007/s40368-017-0285-9,7,mesri
10.3389/fncel.2017.00345,0,mesri
10.1215/00127094-2018-0032,6,mesri
10.1051/0004-6361/201322042e,8,mesri
10.1117/12.2315656,4,mesri
10.1016/j.jpeds.2017.09.074,7,mesri
10.1111/nph.16622,0,mesri
10.1016/j.nimb.2016.06.004,8,mesri
10.5194/se-12-1211-2021,3,mesri
10.1038/nmeth.4185,0,mesri
10.1111/ajt.14747,7,mesri
10.1002/ana.25799,7,mesri
10.3389/fphys.2021.624052,0,mesri
10.1038/s41419-020-03187-1,7,mesri
10.2217/epi-2016-0061,7,mesri
10.3917/cm.093.0121,5,mesri
10.1039/c5py01884f,1,mesri
10.18564/jasss.4218,0,mesri
10.1016/j.tcs.2020.04.007,5,mesri
10.1090/pspum/098/01724,8,mesri
10.3934/dcdss.2016.9.185,6,mesri
10.1159/000455048,0,mesri
10.3917/cm.098.0267,5,mesri
10.1051/0004-6361/201936639,8,mesri
10.1007/s11214-020-00718-2,3,mesri
10.1177/1363459317693406,7,mesri
10.1145/3106426.3106486,5,mesri
10.1080/00150193.2018.1432930,8,mesri
10.1117/12.2261211,8,mesri
10.3389/fgene.2017.00075,0,mesri
10.1007/s00428-016-1910-4,7,mesri
10.1016/j.nmd.2018.12.004,7,mesri
10.1063/1.4986001,8,mesri
10.1021/acschembio.7b00658,0,mesri
10.1002/tie.21895,9,mesri
10.14201/shhmo2018401331360,5,mesri
10.1016/j.jbo.2019.100235,7,mesri
10.1145/3278721.3278745,5,mesri
10.1007/s11695-019-03706-w,7,mesri
10.1016/j.ancard.2019.07.016,7,mesri
10.1051/e3sconf/20160704005,3,mesri
10.1016/j.cma.2019.01.013,8,mesri
10.3917/lhs.208.0223,9,mesri
10.1007/978-3-030-23182-8_4,2,mesri
10.1038/s41598-019-50251-8,0,mesri
10.1016/j.amc.2017.03.026,6,mesri
10.3390/md15070199,7,mesri
10.1016/j.jse.2018.09.015,7,mesri
10.1051/0004-6361/201833179,8,mesri
10.1016/j.jmaa.2020.124309,6,mesri
10.1080/10749357.2018.1536023,7,mesri
10.1177/0003319717710114,7,mesri
10.1007/978-3-319-41754-7_7,2,mesri
10.3847/2041-8213/ab6443,8,mesri
10.1088/1538-3873/ab046a,8,mesri
10.1145/3267471.3267484,2,mesri
10.1038/ncomms15810,0,mesri
10.1007/978-3-030-21485-2_19,2,mesri
10.1016/j.jtho.2019.03.024,7,mesri
10.1186/s13023-020-01562-x,7,mesri
10.1016/j.jcp.2015.11.045,3,mesri
10.1007/s11695-016-2070-y,7,mesri
10.37236/7488,6,mesri
10.1038/srep28350,0,mesri
10.1016/j.radonc.2017.07.012,7,mesri
10.1371/journal.pone.0196608,7,mesri
10.3389/fcimb.2017.00535,0,mesri
10.1016/j.evopsy.2020.04.005,7,mesri
10.1016/j.jmmm.2019.166148,8,mesri
10.1088/1361-6528/ab4a46,8,mesri
10.1136/heartjnl-2020-316980,7,mesri
10.1051/0004-6361/201528010,3,mesri
10.3390/nu8120755,0,mesri
10.1016/j.msard.2020.102251,7,mesri
10.1007/978-3-319-61563-9_11,2,mesri
10.1088/1742-6596/716/1/012009,8,mesri
10.1016/j.compfluid.2017.10.004,8,mesri
10.1016/j.bmcl.2018.03.063,7,mesri
10.1063/5.0047851,8,mesri
10.1016/j.brachy.2017.06.004,7,mesri
10.1093/mnras/sty2163,3,mesri
10.1088/1742-6596/1290/1/012004,8,mesri
10.1117/12.2599373,2,mesri
10.3847/2041-8213/ab9538,8,mesri
10.12681/mms.1470,0,mesri
10.1371/journal.pone.0221171,7,mesri
10.1093/mnras/stx1101,8,mesri
10.1080/13504851.2019.1605581,9,mesri
10.1002/jsfa.8520,7,mesri
10.1016/j.coelec.2017.03.005,1,mesri
10.1007/978-3-319-24871-4_2,8,mesri
10.1007/s11365-020-00690-x,2,mesri
10.1007/s00165-016-0377-z,2,mesri
10.1080/22797254.2018.1432295,3,mesri
10.1016/j.disc.2019.07.002,6,mesri
10.1016/j.neuchi.2021.03.013,7,mesri
10.1785/0220180364,3,mesri
10.15252/emmm.201910291,7,mesri
10.1111/rec.13143,0,mesri
10.1051/0004-6361/201527291,3,mesri
10.1007/s13593-016-0401-y,0,mesri
10.1177/0333102416673206,7,mesri
10.18632/oncotarget.26916,7,mesri
10.1002/ffj.3286,0,mesri
10.3389/fgene.2020.00293,0,mesri
10.1111/jpet.12507,9,mesri
10.1016/j.scitotenv.2019.03.059,3,mesri
10.1145/3341105.3373932,5,mesri
10.1007/978-3-319-96415-7_22,7,mesri
10.1002/pssa.201900655,8,mesri
10.3389/fncir.2017.00018,0,mesri
10.1051/mmnp/201712103,0,mesri
10.1016/j.physd.2016.02.012,8,mesri
10.1021/acsphotonics.9b00923,8,mesri
10.1145/3394979,8,mesri
10.1016/j.neurol.2020.02.011,7,mesri
10.1007/s10711-019-00485-7,6,mesri
10.1016/j.jse.2015.09.018,7,mesri
10.7150/thno.34681,7,mesri
10.3389/fimmu.2017.01991,7,mesri
10.1016/j.geb.2018.11.006,2,mesri
10.1016/j.jid.2020.01.021,7,mesri
10.1136/jmedgenet-2017-105153,7,mesri
10.1063/1.5140561,8,mesri
10.1016/j.spl.2020.108721,6,mesri
10.1016/j.mam.2016.02.001,7,mesri
10.1051/0004-6361/201935286,3,mesri
10.1117/12.2313892,8,mesri
10.1016/j.arcped.2016.03.019,7,mesri
10.1016/j.apgeochem.2017.01.007,3,mesri
10.1007/s00264-019-04463-2,7,mesri
10.1021/acs.langmuir.9b03713,1,mesri
10.1016/j.jasrep.2020.102328,5,mesri
10.3390/polym10050529,1,mesri
10.3389/fpls.2017.01514,0,mesri
10.1016/j.physletb.2016.06.051,8,mesri
10.1007/978-3-030-59725-2_46,2,mesri
10.1145/2845079,2,mesri
10.1051/0004-6361/202038012,8,mesri
10.1016/j.biopsych.2017.04.011,7,mesri
10.1007/s10509-019-3512-5,3,mesri
10.1101/gr.253351.119,0,mesri
10.1111/bre.12185,3,mesri
10.1016/j.rhum.2021.02.024,7,mesri
10.1093/mnras/stw1934,3,mesri
10.1007/s11365-020-00696-5,2,mesri
10.1007/978-3-319-05633-3_1,0,mesri
10.1051/0004-6361/202037856,4,mesri
10.1088/1361-6404/aa6e6f,8,mesri
10.1182/blood-2016-07-692707,7,mesri
10.1016/j.bcp.2019.113711,7,mesri
10.1016/j.spa.2017.04.011,6,mesri
10.1007/s11139-018-9991-0,6,mesri
10.1016/j.jsc.2019.07.007,6,mesri
10.1111/joop.12273,0,mesri
10.3390/cancers11020262,7,mesri
10.1038/s41598-019-41734-9,0,mesri
