source_doi,published-print-date,is-referenced-by-count,funder,published-online-date,journal-published-print-date
10.1364/QIM.2017.QF3B.5,2017.0,0.0,,,
10.3389/fnsyn.2017.00015,,20.0,Fondation pour la Recherche Médicale,2017.0,
10.1007/s10340-017-0933-1,2018.0,25.0,"National Key Research and Development Program of China,National Natural Science Foundation of China",2017.0,2018.0
10.3390/insects8040124,,11.0,,2017.0,
10.1016/j.nahs.2017.10.009,2018.0,3.0,,,
10.1007/s10711-017-0305-2,2018.0,9.0,"FP7 Ideas: European Research Council,Agence Nationale de la Recherche,National Science Foundation,National Science Foundation",2017.0,2018.0
10.17660/ActaHortic.2017.1182.10,2017.0,5.0,,,2017.0
10.1111/aab.12404,2018.0,44.0,"Minas Gerais State Foundation for Research Aid,CAPES Foundation,National Council of Scientific and Technological Development",2017.0,2018.0
10.1007/s40137-017-0178-1,2017.0,3.0,Fondation ARC pour la Recherche sur le Cancer,2017.0,2017.0
10.1016/j.landusepol.2017.12.037,2018.0,15.0,,,
10.3847/1538-4357/aa9aee,,20.0,,2017.0,
10.1051/0004-6361/201730833,2017.0,187.0,,2017.0,
10.1117/12.2308214,2017.0,0.0,,,
10.1002/pssa.201700640,2018.0,9.0,Agence Nationale de la Recherche,2017.0,2018.0
10.3847/1538-3881/aa937c,,44.0,,2017.0,
10.1158/2159-8290.CD-17-0539,2017.0,52.0,,2017.0,2017.0
10.1007/s10711-017-0307-0,2018.0,0.0,"FP7 Ideas: European Research Council,National University of Singapore",2017.0,2018.0
10.1016/j.icarus.2017.12.012,2018.0,15.0,"NASA,NASA,NASA",,
10.1038/s41598-017-16540-w,2017.0,11.0,,2017.0,2017.0
10.15184/aqy.2017.187,2017.0,26.0,,2017.0,2017.0
10.1083/jcb.201704044,2017.0,21.0,"Juvenile Diabetes Research Foundation,Institut National de la Santé et de la Recherche Médicale,Institut National de la Santé et de la Recherche Médicale,European Research Council,Fondation pour la Recherche Médicale,Agence Nationale de la Recherche,LABEX SIGNALIFE,Club Isatis,Mr. and Mrs. Dorato,Mr. and Mrs. Peter de Marffy-Mantuano,Dujean family,Fondation Générale de Santé,Foundation Schlumberger pour l’Education et la Recherche",2017.0,2017.0
10.1021/acs.jpcb.7b08825,2017.0,6.0,"Agence Nationale de la Recherche,Fondation pour la Recherche M?dicale,Centre National de la Recherche Scientifique",2017.0,2017.0
10.1103/PhysRevFluids.1.054405,,12.0,European Cooperation in Science and Technology,2016.0,2016.0
10.1038/srep43617,2017.0,19.0,,2017.0,2017.0
10.3847/2041-8213/aa93fc,,52.0,,2017.0,
10.1785/0120170134,2017.0,10.0,,2017.0,2017.0
10.3847/2041-8213/aa9aed,,110.0,,2017.0,
10.1016/j.inteco.2017.10.006,2018.0,1.0,,,
10.1017/S0020743817000691,2017.0,11.0,,2017.0,2017.0
10.17660/ActaHortic.2017.1182.6,2017.0,1.0,,,2017.0
10.1051/0004-6361/201730777,2017.0,8.0,,2017.0,
10.1103/PhysRevFluids.1.043902,,2.0,,2016.0,2016.0
10.1063/1.5003146,2017.0,26.0,H2020 Future and Emerging Technologies,,2017.0
10.1051/0004-6361/201731494,2017.0,42.0,,2017.0,
10.1103/PhysRevE.96.062604,,7.0,"Ministerio de Economía y Competitividad,Agence Nationale de la Recherche,Ministry of Education and Science of the Russian Federation",2017.0,2017.0
10.1016/j.cub.2017.11.037,2018.0,12.0,"BBSRC,CAPES,CNPq,National Science Foundation,BBSRC,University of Warwick,National Science Foundation",,2018.0
10.1111/nmo.13223,2018.0,20.0,,2017.0,2018.0
10.1111/isj.12120,2018.0,13.0,,2016.0,2018.0
10.1016/j.marenvres.2017.12.011,2018.0,14.0,"Initial Training Network for Monitoring Mediterranean Marine Protected Areas’ (MMMPA: FP7-PEOPLE-2011-ITN,La Caixa Foundation",,
10.1088/1367-2630/aa94ef,,16.0,Agence Nationale de la Recherche,2017.0,
10.1186/s12898-017-0150-z,2017.0,31.0,"LABEX CEBA (Agence Nationale de la Recherche),France-Canada Research Foundation,Nouragues Travel Grant Program (CNRS),Natural Sciences and Engineering Research Council of Canada",2017.0,2017.0
10.1109/TCPMT.2017.2775182,2018.0,4.0,National Science Foundation,,
10.1515/pac-2017-0206,2017.0,2.0,,2017.0,2017.0
10.1016/j.scitotenv.2017.11.244,2018.0,6.0,"Ministerio de Educación, Cultura y Deporte",,
10.3847/1538-4357/aa947d,,5.0,,2017.0,
10.1093/mnras/stx1101,2017.0,35.0,,2017.0,2017.0
10.1021/acschembio.7b00658,2017.0,24.0,"Agence Nationale de la Recherche,Fondation pour la Recherche Médicale,Région Provence Alpes Côte d'Azur",2017.0,2017.0
10.1016/j.anplas.2017.11.010,2018.0,1.0,,,2018.0
10.2174/1381612823666170710151255,2017.0,18.0,,,2017.0
10.1016/j.colsurfb.2017.12.012,2018.0,12.0,"JSPS [KAKENHI,Fund for the Promotion of Joint International Research,Grant-in-Aid for Challenging Research,Leading Research Organizations,ANR,Japan Society for the Promotion of Science",,
10.1103/PhysRevApplied.8.064003,,6.0,"Association Nationale de la Recherche et de la Technologie,STMicroelectronics Tours",2017.0,2017.0
10.1080/17470919.2017.1415969,2019.0,5.0,,2017.0,2019.0
10.1016/j.asr.2017.12.020,2018.0,88.0,"Maryland Ornithological Society,Akademie Věd České Republiky,European Research Council,European Space Agency,Ministerstvo Školství, Mládeže a Tělovýchovy,Grantová Agentura České Republiky,Academy of Finland",,2018.0
10.1117/12.2296158,2017.0,1.0,,,
10.1016/j.molmet.2017.11.012,2018.0,24.0,"European Genomic Institute for Diabetes,Agence Nationale pour la Recherche,European Foundation for the Study of Diabetes,European Commission,European Research Council,Institut National de la Santé et de la Recherche Médicale,Centre National de la Recherche Scientifique,Association pour la Recherche sur le Diabète,Lille 2 University,Conseil Régional Hauts de France,Métropole Européenne de Lille,Fonds Européen de Développement Régional,Société Francophone du Diabète/Servier",,
10.1103/PhysRevLett.119.238001,,2.0,,2017.0,2017.0
10.1093/gji/ggx180,2017.0,2.0,FAPESP,2017.0,2017.0
10.1103/PhysRevLett.119.231101,,183.0,"Centre National de la Recherche Scientifique,Centre National d’Etudes Spatiales,Deutsches Zentrum für Luft- und Raumfahrt,Bundesministerium für Wirtschaft und Technologie,Deutsche Forschungsgemeinschaft,OCA",2017.0,2017.0
10.1515/cmam-2017-0043,2018.0,14.0,,2017.0,2018.0
10.3917/ride.312.0083,2017.0,7.0,,,2017.0
10.1117/12.2275909,2017.0,0.0,,,
10.37236/6921,,3.0,,2017.0,
10.1016/j.ecolind.2017.07.063,2018.0,16.0,,,
10.1016/j.bulcan.2017.11.006,2018.0,2.0,,,2018.0
10.1007/s10658-017-1400-9,2018.0,6.0,,2017.0,2018.0
10.1098/rsta.2017.0220,2018.0,3.0,,2017.0,2018.0
10.3847/1538-4357/aa901a,,18.0,,2017.0,
10.3847/1538-4357/aa9381,,24.0,,2017.0,
10.1515/pac-2017-1006,2017.0,0.0,,2017.0,2017.0
10.1002/adma.201704425,2017.0,15.0,Engineering and Physical Sciences Research Council,2017.0,2017.0
10.3917/ride.312.0041,2017.0,1.0,,,2017.0
10.1145/3086512.3086514,2017.0,18.0,,2017.0,
10.1155/2017/7152546,2017.0,0.0,,,
10.1016/j.jobe.2017.12.003,2018.0,98.0,,,
10.3847/2041-8213/aa9a35,,148.0,,2017.0,
10.1353/dic.2017.0018,2017.0,2.0,,,2017.0
10.3847/1538-4365/aa96b0,,34.0,,2017.0,
10.1007/1345_2016_253,2016.0,10.0,,,
10.1007/s10955-017-1935-3,2018.0,2.0,,2017.0,2018.0
10.3847/1538-3881/aa970a,,27.0,,2017.0,
10.1093/gji/ggx142,2017.0,18.0,"ERC,CUP,CUP,Australian Research Council",2017.0,2017.0
10.1177/1479164117736984,2018.0,2.0,,2017.0,2018.0
10.1063/1.5004081,2017.0,5.0,H2020 European Research Council,,2017.0
10.1007/s10530-017-1637-4,2018.0,17.0,,2017.0,2018.0
10.3847/2041-8213/aa9478,,135.0,,2017.0,
10.1103/PhysRevX.7.041058,,54.0,"National Science Foundation,Science and Technology Facilities Council,Australian Research Council",2017.0,2017.0
10.1002/pen.24803,2018.0,8.0,"Centre National de la Recherche Scientifique,GDR PolyNano",2017.0,2018.0
10.21037/tlcr.2017.10.13,2017.0,8.0,,2017.0,2017.0
10.3847/1538-3881/aa9709,,8.0,,2017.0,
10.1186/s41239-017-0080-z,2017.0,60.0,Fonds de Recherche du Québec-Société et Culture,2017.0,2017.0
10.3847/2041-8213/aa91c9,,2077.0,,2017.0,
10.1111/1365-2656.12756,2018.0,8.0,,2017.0,2018.0
10.1002/cplu.201700389,2017.0,15.0,"CNPq (Conselho Nacional de Desenvolvimento Científico e Tecnológico - Brazil),Research Council of the University of Tehran and ""center of excellence on the structure and physical properties of matter"" of the University of Tehran",2017.0,2017.0
10.1016/j.epsl.2017.12.006,2018.0,28.0,French National Research Agency,,
10.1038/s41598-017-00269-7,2017.0,13.0,,2017.0,2017.0
10.4000/galliap.478,2017.0,0.0,,,2017.0
10.4000/galliap.591,2017.0,0.0,,,2017.0
10.1117/12.2308256,2017.0,0.0,,,
10.1117/12.2308231,2017.0,0.0,,,
10.1051/0004-6361/201630276,2017.0,56.0,,2017.0,
10.1364/OE.25.033243,2017.0,11.0,,2017.0,2017.0
10.1088/1361-6587/aa934f,2018.0,12.0,"US DOE,ITER",2017.0,2018.0
10.1002/jcb.26472,2018.0,13.0,Shahid Beheshti University of Medical Sciences,2017.0,2018.0
10.1051/0004-6361/201732121,2017.0,16.0,,2017.0,
10.14231/AG-2017-006,,5.0,,2017.0,
10.1038/s41418-017-0016-0,,53.0,,2018.0,
10.1093/intimm/dxx056,2017.0,1.0,Scientific Research on Innovative Areas,2017.0,2017.0
10.1103/PhysRevD.96.122004,,55.0,"National Science Foundation,Science and Technology Facilities Council,Max-Planck-Gesellschaft,Australian Research Council,Instituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Council of Scientific and Industrial Research,Department of Science and Technology, Ministry of Science and Technology,Science and Engineering Research Board,Ministry of Human Resource Development,Ministerio de Economía y Competitividad,Narodowe Centrum Nauki,European Commission,Royal Society,Scottish Funding Council,Scottish Universities Physics Alliance,Országos Tudományos Kutatási Alapprogramok,National Research Foundation of Korea,Ontario Ministry of Economic Development and Innovation,Natural Sciences and Engineering Research Council of Canada,Canadian Institute for Advanced Research,Ministério da Ciência, Tecnologia e Inovação,Russian Foundation for Basic Research,Leverhulme Trust,Research Corporation for Science Advancement,Ministry of Science and Technology, Taiwan,Kavli Foundation,The State of Niedersachsen/Germany,Vicepresidència i Conselleria d’Innovació, Recerca i Turisme and the Conselleria d’Educació i Universitat del Govern de les Illes Balears,Lyon Institute of Origins (LIO),International Center for Theoretical Physics South American Institute for Fundamental Research (ICTP-SAIFR),LIGO Laboratory",2017.0,2017.0
10.1093/mnras/stx2099,2017.0,83.0,Japan Society for the Promotion of Science,2017.0,2017.0
10.2340/16501977-2277,2018.0,17.0,,,2018.0
10.1016/j.jsc.2017.12.002,2019.0,12.0,"Sydney University BSG,ANR",,
10.1093/mnras/stx636,2017.0,10.0,,2017.0,2017.0
10.1117/12.2309170,2017.0,0.0,,,
10.3389/fmolb.2016.00082,,0.0,Università di Bologna,2016.0,
10.1017/pasa.2017.65,2017.0,103.0,,2017.0,
10.4171/PRIMS/54-1-6,,17.0,,2018.0,2018.0
10.4312/dp.44.4,,39.0,,2017.0,
10.3917/cep.073.0067,2017.0,0.0,,,2017.0
10.1038/nature25001,2018.0,28.0,,2017.0,2018.0
10.3847/1538-3881/aa91cf,,18.0,,2017.0,
10.1177/1045389X17704915,2018.0,6.0,,2017.0,2018.0
10.1109/TCAD.2017.2681076,2017.0,12.0,"Natural Science Foundation of China,Shanghai Municipal NSF,National Science Foundation of United States",,
10.1016/j.bbrc.2017.11.192,2018.0,4.0,"Canceropôle PACA,National Cancer Institute,St. Jude Children's Research Hospital",,2018.0
10.1242/dev.151944,,23.0,"Association Française contre les Myopathies,Fondation pour la Recherche Médicale,Institut National de la Santé et de la Recherche Médicale,Fondation Lefoulon Delalande,Association pour la Recherche en Cardiologie du Fetus à |'Adulte",2017.0,
10.1093/mnras/stx1658,2017.0,34.0,,2017.0,2017.0
10.1016/j.icarus.2017.12.026,2018.0,23.0,"Bulgarian Academy of Sciences,National Aeronautics and Space Administration,National Science Foundation,Université de Liège,European Cooperation in Science and Technology",,
10.1007/s00204-018-2158-3,2018.0,12.0,Santelys association,2018.0,2018.0
10.3847/1538-4357/aa9d88,,30.0,,2018.0,
10.1117/12.2274603,2017.0,2.0,,,
10.1117/12.2309197,2017.0,0.0,,,
10.1038/s41598-017-18433-4,2018.0,97.0,,2018.0,2018.0
10.1140/epjh/e2017-80038-2,2017.0,6.0,,2017.0,2017.0
10.3390/rs10010083,,48.0,,2018.0,
10.1002/ps.4795,2018.0,34.0,"the Department of Science and Technology, Jilin Province, China,Department of Science and Technology, Government of Kerala,National Natural Science Foundation of China,National Key R&D Program of China",2018.0,2018.0
10.1038/s41437-017-0042-1,2018.0,10.0,,2018.0,2018.0
10.1093/mnras/stx2956,2018.0,158.0,"American Society of Transplantation,National Science Foundation,Horizon 2020",2017.0,2018.0
10.2967/jnumed.117.195685,2018.0,11.0,,2017.0,2018.0
10.3847/1538-4365/aa8992,,302.0,,2017.0,
10.3892/ijmm.2017.3257,,1.0,,2017.0,
10.1109/JLT.2017.2785862,2018.0,5.0,"Université Nice Sophia Antipolis,Centre National de la Recherche Scientifique,Agence Nationale de la Recherche",,
10.1002/pssb.201700392,2018.0,3.0,,2017.0,2018.0
10.1371/JOURNAL.PONE.0188046,,13.0,,2017.0,
10.3390/rs10010092,,22.0,,2018.0,
10.1016/j.jacc.2017.10.084,2018.0,35.0,,,2018.0
10.1093/MNRAS/STX2464,2018.0,12.0,"STFC,MINECO,Australian Research Council",2017.0,2018.0
10.1007/s11255-017-1771-z,2018.0,8.0,,2018.0,2018.0
10.3917/cep.073.0151,2017.0,0.0,,,2017.0
10.1016/j.ejvs.2017.11.028,2018.0,20.0,,,2018.0
10.1016/j.exphem.2017.12.002,2018.0,11.0,"Francis Crick Institute,Cancer Research UK,UK Medical Research Council,Wellcome Trust,European,La Fondation de France",,
10.3847/2041-8213/aaa0c9,,56.0,,2017.0,
10.3917/sta.117.0005,2017.0,0.0,,,2017.0
10.1016/j.jbior.2017.12.002,2018.0,39.0,"Fondation ARC on Cancer Research,SERVIER-CNRS,LNCC,Centre Scientifique de Monaco,GEMLUC,Université Côte d Azur,IRCAN,Centre A. Lacassagne",,
10.1038/onc.2017.323,2018.0,22.0,,2017.0,2018.0
10.1177/0003319717711589,2018.0,5.0,,2017.0,2018.0
10.1007/s00421-017-3796-5,2018.0,21.0,,2018.0,2018.0
10.1016/j.jcp.2017.12.003,2018.0,41.0,Total,,
10.1144/M48.3,2017.0,14.0,,2017.0,2017.0
10.5978/islsm.17-OR-21,2017.0,3.0,,,2017.0
10.1140/epjc/s10052-017-5451-z,2017.0,10.0,,2017.0,2017.0
10.3847/1538-3881/aa9063,,8.0,,2017.0,
10.1016/j.sigpro.2017.12.015,2018.0,38.0,,,
10.1016/j.tecto.2017.11.028,2018.0,12.0,,,
10.1093/mnras/stx3077,2018.0,6.0,"Australian Research Council,Natural Science Foundation of China",2017.0,2018.0
10.1002/pssb.201700399,2018.0,3.0,EMMA fellowship,2018.0,2018.0
10.1002/gcc.22513,2018.0,18.0,Association pour la Recherche sur le Cancer,2017.0,2018.0
10.1093/MNRAS/STX2316,2018.0,3.0,,2017.0,2018.0
10.1037/abn0000335,,11.0,,2018.0,
10.1038/cr.2017.152,2018.0,6.0,,2017.0,2018.0
10.1002/mame.201700507,2018.0,36.0,"European Project Marie Curie,Industry-Academia Partnerships and Pathways,Technische Universiteit Eindhoven",2018.0,2018.0
10.1002/2017JE005397,2017.0,19.0,"Agence Nationale de la Recherche,Grantová Agentura České Republiky",2017.0,2017.0
10.1017/S0022377817000228,2017.0,0.0,,2017.0,
10.1371/journal.pone.0190990,,9.0,"Monitoring of the Cabo de Palos - Islas Hormigas marine reserve (Regional Fisheries and Aquaculture Service, Autonomous Community of the Region of Murcia),REDEMED,Fondo para la Investigación Científica y Tecnológica",2018.0,
10.1016/j.pepi.2017.09.008,2017.0,19.0,,,
10.3389/fonc.2017.00313,,20.0,"Fondation ARC pour la Recherche sur le Cancer,Ligue Contre le Cancer,Centre Scientifique de Monaco",2017.0,
10.1117/12.2309036,2017.0,0.0,,,
10.1109/FCS.2017.8088804,2017.0,1.0,,,
10.1117/12.2309194,2017.0,0.0,,,
10.1002/2017JB014863,2018.0,22.0,Université Côte d'Azur,2018.0,2018.0
10.1051/0004-6361/201731627,2018.0,9.0,,2018.0,
10.1016/j.margeo.2017.12.009,2018.0,15.0,,,
10.1145/3156346.3156350,2017.0,3.0,,2017.0,
10.1103/PhysRevD.96.122006,,41.0,"National Science Foundation,Science and Technology Facilities Council,Australian Research Council,Instituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Stichting voor Fundamenteel Onderzoek der Materie,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Science and Engineering Research Board,Ministry of Human Resource Development,Generalitat Valenciana,Narodowe Centrum Nauki,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,Russian Foundation for Basic Research,Russian Science Foundation,European Commission,European Regional Development Fund,Scottish Funding Council,Scottish Universities Physics Alliance,Országos Tudományos Kutatási Alapprogramok,National Research Foundation of Korea,Industry Canada,Ontario Ministry of Economic Development and Innovation,Canadian Institute for Advanced Research,Abdus Salam International Centre for Theoretical Physics,Leverhulme Trust,Ministry of Science and Technology, Taiwan,Kavli Foundation",2017.0,2017.0
10.1093/mnras/stx1645,2017.0,45.0,ERC,2017.0,2017.0
10.3847/2041-8213/aa9f0c,,812.0,,2017.0,
10.1371/journal.pone.0190341,,15.0,,2017.0,
10.1123/ijspp.2016-0607,2017.0,26.0,,,
10.1103/PhysRevLett.120.031104,,55.0,"National Science Foundation,Science and Technology Facilities Council,Max-Planck-Gesellschaft,Australian Research Council,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Science and Engineering Research Board,Ministry of Human Resource Development,Ministerio de Economía y Competitividad,Narodowe Centrum Nauki,European Commission,Royal Society,Scottish Funding Council,Scottish Universities Physics Alliance,Országos Tudományos Kutatási Alapprogramok,National Research Foundation of Korea,Ontario Ministry of Economic Development and Innovation,Natural Sciences and Engineering Research Council of Canada,Canadian Institute for Advanced Research,Ministério da Ciência, Tecnologia e Inovação,Fundação de Amparo à Pesquisa do Estado de São Paulo,Russian Foundation for Basic Research,Leverhulme Trust,Ministry of Science and Technology of the People’s Republic of China,Kavli Foundation,Istituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Conselleria d’Economia i Competitivitat and Conselleria d’Educació,Cultura i Universitats of the Govern de les Illes Balears,Lyon Institute of Origins,Research Corporation",2018.0,2018.0
10.1016/j.jid.2017.07.833,2018.0,151.0,,,2018.0
10.1016/j.quaint.2017.12.020,2018.0,4.0,,,
10.1093/MNRAS/STX1774,2017.0,99.0,NKFI,2017.0,2017.0
10.3389/fonc.2017.00319,,62.0,,2017.0,
10.3917/sta.117.0167,2017.0,1.0,,,2017.0
10.1109/GROUP4.2017.8082181,2017.0,0.0,,,
10.1007/s00229-018-0999-y,2018.0,1.0,"European Union FP7 COFUND,Universität Bremen,JSPS KAKENHI,Humboldt Foundation",2018.0,2018.0
10.1103/PhysRevA.97.013810,,14.0,"Direction Générale de l’Armement,Fundação de Amparo à Pesquisa do Estado de São Paulo,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior",2018.0,2018.0
10.1080/00036846.2017.1418075,2018.0,6.0,,2018.0,2018.0
10.3847/1538-3881/aa91d7,,22.0,,2017.0,
10.1016/j.ejcb.2017.12.003,2018.0,27.0,,,2018.0
10.3917/sta.117.0077,2017.0,1.0,,,2017.0
10.1016/j.icarus.2017.12.035,2018.0,22.0,,,
10.1080/23746149.2017.1321501,2017.0,7.0,"Ministerio de Economía, Industria y Competitividad,Région PACA,Royal Society of New Zealand",2017.0,2017.0
10.23919/ITC.2017.8064336,2017.0,2.0,,,
10.23919/EUSIPCO.2017.8081653,2017.0,0.0,,,
10.1002/slct.201600916,2016.0,4.0,,2016.0,2016.0
10.1016/j.bbabio.2018.01.004,2018.0,21.0,"University of Padova,Association Francaise Contre les myopathies,Telethon Italy,Fondazione CARIPARO,Fondazione IRP Città della Speranza",,2018.0
10.1016/j.accpm.2017.12.001,2018.0,81.0,,,2018.0
10.1016/j.devcel.2017.12.026,2018.0,28.0,"NIH,Robert A. Welch Foundation,Curtin University,Canadian Institutes of Health Research,Natural Sciences and Engineering Research Council,Texas A&M University,Center National de la Recherche Scientifique",,2018.0
10.1051/epjconf/201715307013,2017.0,0.0,,2017.0,
10.1109/TAP.2018.2803135,2018.0,19.0,National Science Foundation,,
10.1126/sciadv.aap7528,2017.0,135.0,"National Science Foundation,Agence Nationale de la Recherche,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology",,2017.0
10.1002/slct.201701756,2017.0,5.0,,2017.0,2017.0
10.1103/PhysRevLett.120.055301,,40.0,Agence Nationale de la Recherche,2018.0,2018.0
10.1007/s12520-017-0487-4,2018.0,7.0,,2017.0,2018.0
10.1109/ATC.2017.8167627,2017.0,2.0,,,
10.1016/j.heliyon.2018.e00519,2018.0,7.0,"Bill and Melinda Gates Foundation,Republic of Korea and Sweden,National Research foundation of Korea",,2018.0
10.1080/22797254.2018.1432295,2018.0,10.0,,2018.0,2018.0
10.1016/j.dsp.2018.01.007,2018.0,2.0,"MINECO and FEDER, Spain,Gobierno de Aragón,European Social Fund,Generalitat de Catalunya, Spain,CIBER-BBN",,
10.1127/entomologia/2017/0587,2017.0,0.0,,,2017.0
10.3389/fimmu.2017.01991,,22.0,"AFM-Téléthon,Fondation pour la Recherche Médicale",2018.0,
10.1080/1350178X.2018.1419105,2018.0,11.0,,2018.0,2018.0
10.1016/j.bulcan.2018.01.003,2018.0,1.0,,,2018.0
10.3847/2041-8213/aaa4f6,,33.0,,2018.0,
10.1007/s12520-017-0541-2,2019.0,5.0,"French Ministry of Culture,Agence Nationale de la Recherche",2017.0,2019.0
10.2352/ISSN.2470-1173.2016.21.3DIPM-037,,0.0,,2016.0,
10.1002/2017TC004536,2018.0,16.0,"Département Soutien et Formation, Institut de Recherche pour le Développement",2018.0,2018.0
10.1016/S0151-9638(18)30044-9,2016.0,0.0,,,
10.1109/ISWCS.2017.8108150,2017.0,3.0,,,
10.1016/j.celrep.2017.12.067,2018.0,64.0,"Swiss National Foundation,start-up grant from Lee Kong Chian School of Medicine,Nanyang Technological University, Singapore,Swedish Research Council,Swedish Research Council",,2018.0
10.1016/j.dam.2017.12.037,2018.0,8.0,,,
10.1016/j.ahj.2017.10.024,2018.0,40.0,"ANRS (France REcherche Nord & sud Sida-HIV Hépatites-FRENCH),ANRS",,
10.23919/EUSIPCO.2017.8081654,2017.0,9.0,,,
10.1002/2017JE005418,2018.0,25.0,Agence Nationale de la Recherche,2018.0,2018.0
10.1002/cncy.21977,2018.0,60.0,"Merck & Co., Inc",2018.0,2018.0
10.5840/enviroethics201712149,,2.0,,2017.0,
10.1093/mnras/stx588,2017.0,9.0,NASA,2017.0,2017.0
10.1016/j.lungcan.2018.02.005,2018.0,11.0,"Astra-Zeneca (France),French Ministries for Health and Research, France",,
10.1109/JSYST.2014.2342534,2017.0,9.0,Centre National de la Recherche Scientifique and the National Science Foundation,,
10.1038/s41388-017-0112-0,2018.0,5.0,,2018.0,2018.0
10.1109/ATC.2017.8167611,2017.0,15.0,,,
10.1007/s12079-018-0460-8,2018.0,1.0,,2018.0,2018.0
10.1016/S0151-9638(18)30079-6,2016.0,3.0,,,
10.3389/fncel.2017.00352,,30.0,,2017.0,
10.1093/mnras/stx3074,2018.0,129.0,"Seventh Framework Programme,ERC",2017.0,2018.0
10.23919/EUSIPCO.2017.8081377,2017.0,2.0,,,
10.1557/adv.2017.147,2017.0,0.0,,2017.0,2017.0
10.3917/reof.153.0289,2018.0,3.0,,,2018.0
10.3847/2041-8213/aaa4f2,,22.0,,2018.0,
10.1016/j.tcs.2018.02.003,2019.0,4.0,French National Agency for Research,,
10.1093/icesjms/fsx125,2018.0,22.0,,2017.0,2018.0
10.1080/2162402X.2017.1423184,2018.0,26.0,Fondation ARC,2018.0,2018.0
10.1038/s41598-018-20468-0,2018.0,13.0,,2018.0,2018.0
10.1557/adv.2016.327,2016.0,2.0,,2016.0,2016.0
10.1016/j.accpm.2017.10.009,2018.0,2.0,,,
10.1016/j.jneumeth.2017.12.026,2018.0,15.0,"French government,National Research Agency,CNRS funding",,
10.1557/adv.2017.74,2017.0,1.0,Marsden Fund,2017.0,2017.0
10.3934/dcds.2018091,2018.0,6.0,,,2018.0
10.3389/fpsyt.2018.00002,,18.0,,2018.0,
10.1080/13662716.2018.1431524,2018.0,11.0,,2018.0,2018.0
10.2352/ISSN.2470-1173.2016.21.3DIPM-397,,2.0,,2016.0,
10.3917/rfap.160.1123,2017.0,2.0,,,2017.0
10.1002/pssa.201700653,2018.0,14.0,"Ministero dell’Istruzione, dell’Università e della Ricerca",2017.0,2018.0
10.1016/j.jde.2018.02.008,2018.0,1.0,Labex CEMPI,,2018.0
10.1186/s13756-018-0311-7,2018.0,2.0,,2018.0,2018.0
10.1007/s10910-018-0863-z,2018.0,6.0,Agence Nationale de la Recherche,2018.0,2018.0
10.1016/j.molcel.2017.12.028,2018.0,96.0,"FONDECYT,FONDAP program,Millennium Institute,European Commission R&D MSCA-RISE,Michael J. Fox Foundation for Parkinson's Research,FONDEF,FONDEF,US Office of Naval Research Global,U.S. Air Force Office of Scientific Research,ALSRP Therapeutic Idea Award,Muscular Dystrophy Association,CONICYT-Brazil,FONDECYT,CONICYT,Canadian Institutes of Health,INSERM,Société Francophone du Diabète,Société Française d'Hépatologie,La Ligue contre le Cancer,French government,German Research Foundation",,2018.0
10.1007/s11222-017-9796-9,2019.0,18.0,,2018.0,2019.0
10.1016/j.quascirev.2018.01.014,2018.0,6.0,École Française de Rome (EFR),,
10.1364/JOSAB.35.000331,2018.0,9.0,"Russian Science Foundation (RSF),Agence Nationale de la Recherche (ANR)",2018.0,2018.0
10.23919/EUSIPCO.2017.8081446,2017.0,3.0,,,
10.1002/slct.201702274,2017.0,1.0,"University Nice Sophia Antipolis, the CNRS, Avantium,IAPP,French MESR,European Interreg V Flanders-The Netherlands program",2017.0,2017.0
10.1016/j.cma.2018.01.039,2018.0,8.0,,,
10.1016/j.bbapap.2018.01.004,2018.0,22.0,"JSPS Overseas Research Fellowships,Grant-in-Aid for Scientific Research on Innovative Areas,Agence National de la Recherche,French Government,Agence National de la Recherche, Investissement d'Avenir UCAJEDI",,2018.0
10.1080/10586458.2017.1417775,2019.0,1.0,,2018.0,2019.0
10.1016/j.crma.2018.02.005,2018.0,0.0,,,2018.0
10.1109/IROS.2017.8206560,2017.0,3.0,,,
10.1039/c7py01627a,,40.0,,2018.0,2018.0
10.4171/IFB/392,,18.0,,2018.0,2017.0
10.3917/rfap.163.0613,2018.0,2.0,,,2018.0
10.1051/0004-6361/201730412,2018.0,20.0,,2018.0,
10.1038/ncomms15810,2017.0,82.0,,2017.0,2017.0
10.1017/S1053837217000128,2017.0,9.0,,2017.0,2017.0
10.1038/s41598-018-20053-5,2018.0,26.0,,2018.0,2018.0
10.1172/jci.insight.96034,2017.0,62.0,"DGA (French Government Defense Procurement and Technology Agency),National Health and Medical Research Council of Australia (NHMRC),National Health and Medical Research Council of Australia (NHMRC)",,2017.0
